Email,Status
"আপনার ক্রেডিট কার্ডের সীমা বাড়ানোর জন্য আবেদন করুন। এখনই ক্লিক করুন।",spam
"ফ্রি মোবাইল ডেটা পেতে এখনই এই লিঙ্কে ক্লিক করুন এবং পুরস্কার পান।",spam
"আপনার পাসওয়ার্ড পরিবর্তন করতে এখনই লগইন করুন এবং নিরাপত্তা নিশ্চিত করুন।",spam
"অবিশ্বাস্য অফার! ৭০% ছাড়ে শপিং করুন। লিঙ্কে ক্লিক করে অফার গ্রহণ করুন।",spam
"আপনার ব্যাঙ্ক অ্যাকাউন্ট সুরক্ষিত করতে এখনই লগইন করে পাসওয়ার্ড রিসেট করুন।",spam
"ফ্রি মোবাইল রিচার্জ পেতে এই লিঙ্কে ক্লিক করুন এবং অফার উপভোগ করুন।",spam
"অবিশ্বাস্য ডিসকাউন্ট! এখনই আমাদের নতুন পণ্য ৬০% ছাড়ে কিনুন।",spam
"আপনার মোবাইল নম্বর যাচাই করতে এখনই লিঙ্কে ক্লিক করুন এবং পুরস্কার জিতুন।",spam
"ফ্রি গিফট কার্ড পেতে লিঙ্কে ক্লিক করুন এবং আমাদের সার্ভে পূরণ করুন।",spam
"আপনার ক্রেডিট কার্ড আপডেট করতে এখনই লিঙ্কে ক্লিক করুন।",spam
"অবিশ্বাস্য অফার! এখনই ৫০০০ টাকা পর্যন্ত ছাড় পেতে আমাদের অফারে অংশ নিন।",spam
"আপনার মোবাইলে ফ্রি ইন্টারনেট পেতে এখনই লিঙ্কে ক্লিক করুন।",spam
"আপনার ফেসবুক অ্যাকাউন্টের নিরাপত্তা আপডেট করতে এখানে ক্লিক করুন।",spam
"অবিশ্বাস্য অফার! এখনই ৭৫% ছাড় পেতে আমাদের প্রোডাক্ট কিনুন।",spam
"ফ্রি ক্যাশব্যাক পেতে আমাদের বিশেষ অফারে অংশ নিন।",spam
"আপনার পাসওয়ার্ড পুনরুদ্ধার করতে এখনই লিঙ্কে ক্লিক করুন।",spam
"অবিশ্বাস্য অফার! এখনই ১০০০০ টাকা পর্যন্ত পুরস্কার পেতে অংশ নিন।",spam
"আপনার মোবাইল ব্যালেন্স ফ্রি রিচার্জ পেতে লিঙ্কে ক্লিক করুন।",spam
"আপনার ক্রেডিট কার্ডের সীমা বাড়াতে এখনই আবেদন করুন এবং অফার গ্রহণ করুন।",spam
"অবিশ্বাস্য ডিসকাউন্ট! এখনই ৮০% ছাড়ে আমাদের নতুন প্রোডাক্ট কিনুন।",spam
"আপনার ব্যাংক অ্যাকাউন্ট পুনরায় সক্রিয় করতে এখনই লগইন করুন।",spam
"ফ্রি মোবাইল মিনিট পেতে এখনই এই লিঙ্কে ক্লিক করুন।",spam
"অবিশ্বাস্য সুযোগ! ১০০% পর্যন্ত ছাড় পেতে এখনই ক্লিক করুন।",spam
"আপনার পাসওয়ার্ড আপডেট করতে এখানে ক্লিক করুন এবং নিরাপত্তা নিশ্চিত করুন।",spam
"আপনার মোবাইলের ফ্রি রিচার্জ পেতে এখনই লিঙ্কে ক্লিক করুন।",spam
"অবিশ্বাস্য অফার! এখনই ১০০০০ টাকা জেতার জন্য আমাদের অফারে অংশ নিন।",spam
"আপনার ক্রেডিট কার্ডের পয়েন্ট ব্যবহার করতে এখনই এই লিঙ্কে ক্লিক করুন।",spam
